"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CLDD","DSND","DSNW","EMSD","EMSN","EMXP","PRCP","SNOW"
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-01",,,,,,"0.81","2.44",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-02",,,"5",,"5.1","0.83","2.20","17.6"
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-03",,,,,,"0.77","1.73",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-04",,,,,,"0.59","2.72",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-05",,,,,,"1.59","6.08",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-06",,,,,,"1.15","5.29",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-07",,,,,,"0.83","3.31",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-08",,,,,,"1.24","3.99",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-09",,,,,,"1.35","4.16",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-10",,,,,,"0.66","2.39",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-11",,,,,,"1.26","2.17",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2014-12",,,,,,"0.67","2.02",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2015-01",,,,,,"0.57","1.38",
"US1MIWS0020","ANN ARBOR 1.7 NNW, MI US","42.29982","-83.739201","257.3","2015-02",,,"4",,"11.0","0.83","1.13","15.1"
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2016-07",,,,,,"1.80","3.06",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2016-09",,,,,,"1.26","3.79",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2016-10",,,,,,"0.65","3.34",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2016-11",,,,,,"0.83","1.84",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2016-12",,,,,,"0.80","2.07",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-01",,,"4",,"3.2","0.71","3.31","9.1"
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-02",,,,,,"0.98","1.75",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-03",,,,,,"1.30","4.35",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-04",,,,,,"1.14","3.90",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-05",,,,,,"1.71","4.33",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-06",,,,,,"0.19","0.70",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-07",,,,,,"1.10","4.12",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-08",,,,,,"0.81","3.19",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-09",,,,,,"1.04","1.82",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-10",,,,,,"0.93","4.70",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-11",,,,,,"0.90","3.67",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2017-12",,,"4",,"6.5","0.45","1.48","20.6"
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-01",,,,,,"0.26","1.28",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-02",,,,,,"1.32","3.69",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-03",,,,,,"1.43","2.61",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-04",,,,,,"0.93","3.20",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-05",,,,,,"1.31","6.09",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-06",,,,,,"0.46","2.42",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-07",,,,,,"0.11","0.26",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-08",,,,,,"1.43","2.76",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-09",,,,,,"0.74","2.67",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-10",,,,,,"0.66","3.16",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-11",,,,,,"1.03","3.37",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2018-12",,,,,,"0.48","1.43",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-01",,,,,,"0.79","2.13",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-02",,"16","4","6","5.0","0.35","2.11","11.4"
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-03",,,,,,"0.71","2.61",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-04",,,,,,"1.02","4.12",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-05",,,,,,"1.17","4.65",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-06",,,,,,"1.34","4.24",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-07",,,,,,"0.91","3.20",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-08",,,,,,"0.45","1.62",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-09",,,,,,"1.27","3.83",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-10",,,,,,"1.29","4.36",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-11",,,,,,"0.84","2.81",
"US1MIWS0042","ANN ARBOR 4.5 W, MI US","42.27814","-83.818844","278.6","2019-12",,,,,,"1.21","2.42",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2016-06",,,,,,,"4.47",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2016-07",,,,,,"2.37","4.01",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2016-08",,,,,,"1.82","5.35",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2016-09",,,,,,"1.12","3.24",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2016-10",,,,,,"0.64","2.83",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-02",,"7","1","5","1.0","1.05","1.63","1.3"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-03",,"3","1","4","4.0","1.36","4.57","5.2"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-06",,,,,,"0.42","1.11",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-07",,,,,,"1.02","4.09",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-09",,,,,,"0.46","0.97",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-10",,,,,,,"3.80",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2017-12",,,,,,"0.40","1.66",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-02",,,"6",,"5.2","1.40","3.84","11.6"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-03",,"10","2","6","5.8","1.50","2.26","7.7"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-04",,"0","0","1","0.8","0.86","2.65","1.4"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-05",,,,,,"1.41","5.19",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-06",,,,,,"0.43","2.93",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-07",,,,,,"0.15","0.67",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-08",,,,,,,"2.52",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-09",,,,,,"0.46","1.87",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-10",,,,,,"0.67","2.76",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2018-12",,"0","0","1","0.8","0.51","1.23","1.3"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-01",,,,,,"0.85","1.99",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-02",,"15","4","6","4.8","0.36","2.07","9.9"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-03",,"3","0","1","0.5","0.65","2.72","1.9"
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-04",,,,,,"1.09","3.83",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-05",,,,,,,"5.04",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-06",,,,,,"1.33","2.93",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-07",,,,,,"0.88","2.67",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-08",,,,,,"0.47","1.15",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-09",,,,,,"1.22","3.56",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-10",,,,,,"1.31","4.21",
"US1MIWS0041","ANN ARBOR 7.1 W, MI US","42.2639","-83.8694","273.7","2019-12",,"4","2","2","1.8","1.10","2.58","3.7"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-01",,,,,,,"0.98",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-03",,,,,,,"1.65",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-05",,,"0",,"0.0","1.04","4.36","0.0"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-06",,,,,,"0.91","6.78",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-08",,,,,,,"2.02",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-09",,,,,,,"2.51",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-10",,,,,,,"0.85",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2010-11",,,"0",,"0.0","1.43","3.60","0.0"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2011-01",,,"7",,"3.5","0.49","1.40","11.6"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2011-02",,,"6",,"8.0","1.41","3.61","19.4"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2011-06",,,"0",,"0.0","0.40","1.06","0.0"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2011-12",,,"2",,"2.0","0.55","2.49","4.4"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2012-01",,,"4",,"2.0","0.48","2.08","6.9"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2012-02",,"7","4","3","3.0","0.47","1.31","6.8"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2012-05",,,,,,,"1.15",
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","42.293461","-83.769877","298.1","2012-06",,,,,,,"1.43",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2012-10",,,"0",,"0.0","0.70","3.23","0.0"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2012-11",,"0","0","0","0.0","0.25","0.63","0.0"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-01",,,"3",,"3.0","0.99","3.72","6.7"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-04",,,,,,,"5.62",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-05",,,,,,,"1.41",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-06",,,"0",,"0.0","1.23","6.06","0.0"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-08",,,,,,,"1.10",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2013-09",,,,,,,"1.15",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-01",,,"7",,"10.0","0.37","1.75","24.0"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-03",,,,,,,"1.07",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-04",,,,,,,"2.47",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-05",,,,,,,"6.37",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-06",,,,,,"1.40","6.64",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-08",,,,,,,"3.74",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2014-09",,,,,,,"2.61",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2015-01",,,"5",,"2.8","0.66","1.46","8.9"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2015-02",,,"4",,"10.0","0.54","0.91","13.6"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2015-04",,,"0",,"0.0","0.69","2.30","0.0"
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2015-07",,,,,,"0.70","2.37",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2015-09",,,,,,,"2.13",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2016-01",,,,,,,"0.83",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2016-04",,,,,,,"1.90",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2016-05",,,,,,"1.22","2.74",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2016-08",,,,,,"1.37","4.29",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-01",,,,,,"0.89","3.34",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-03",,,,,,"0.83","2.84",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-04",,,,,,"0.97","4.81",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-05",,,,,,"1.76","4.10",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-06",,,,,,"0.24","0.74",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-09",,,,,,"0.50","0.76",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2017-10",,,,,,,"5.79",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-02",,,,,,"1.46","4.25",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-03",,,,,,,"2.01",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-04",,,,,,"0.85","2.11",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-05",,,,,,"1.00","5.28",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-06",,,,,,"0.45","2.80",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-07",,,,,,"0.12","0.26",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-09",,,,,,"0.68","2.63",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-11",,,,,,,"2.70",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2018-12",,,,,,"0.51","1.18",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-01",,,,,,"0.72","2.14",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-02",,,,,,,"1.44",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-04",,,,,,,"4.43",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-05",,,,,,"0.69","4.25",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-06",,,,,,"1.15","4.48",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-09",,,,,,"1.69","4.10",
"US1MIWS0028","DEXTER 0.3 ENE, MI US","42.333667755127","-83.875129699707","274.0","2019-10",,,,,,"1.39","4.37",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-06",,,,,,"0.63","1.35",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-07",,,,,,"4.58","7.40",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-08",,,,,,"0.55","2.19",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-09",,,,,,"0.78","5.55",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-10",,,,,,"0.89","2.08",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2011-11",,,,,,"1.43","6.01",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-06",,,,,,"0.70","1.12",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-07",,,,,,"0.48","1.91",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-08",,,,,,"1.08","2.20",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-09",,,,,,"0.62","2.02",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-10",,,,,,"1.07","3.33",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2012-11",,,,,,"0.51","0.77",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-04",,,,,,"1.34","5.71",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-05",,,,,,"0.78","1.71",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-06",,,,,,"2.30","8.35",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-07",,,,,,"0.36","1.48",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-08",,,,,,"3.00","4.73",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-09",,,,,,"0.51","1.69",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2013-10",,,,,,"0.92","2.06",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2014-06",,,,,,"0.92","3.31",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2014-07",,,,,,"0.57","2.34",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2014-09",,,,,,"1.53","3.81",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2015-04",,,,,,"0.98","2.82",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2015-06",,,,,,"1.37","5.55",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2015-10",,,,,,,"1.99",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2016-06",,,,,,"1.36","2.73",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2016-07",,,,,,"1.81","3.99",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2016-08",,,,,,"2.03","3.75",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2016-09",,,,,,"1.89","4.67",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2016-10",,,,,,"0.81","3.90",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-04",,,,,,"1.00","4.79",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-06",,,,,,"0.47","1.14",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-07",,,,,,"0.67","2.35",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-08",,,,,,"1.01","2.88",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-09",,,,,,"0.25","0.77",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-10",,,,,,"0.92","4.66",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2017-11",,,,,,"0.86","3.85",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2018-06",,,,,,"0.64","2.84",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2018-07",,,,,,"0.37","0.72",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2018-08",,,,,,"0.93","3.59",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2018-09",,,,,,"1.04","3.64",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2018-10",,,,,,"0.89","3.79",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2019-06",,,,,,"1.59","5.67",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2019-07",,,,,,"4.00","6.55",
"US1MIWS0005","ANN ARBOR 3.0 SE, MI US","42.2436","-83.692","249.9","2019-08",,,,,,"0.95","1.67",
